transaction_amount_usd,latent_v1,latent_v2,latent_v3,latent_v4,device_trust_score,is_fraud
49.38,0.678,0.073,-0.519,-0.834,0.744,0
138.56,0.134,-1.899,-0.53,-0.109,0.978,0
264.66,0.968,-0.922,-1.486,0.445,0.776,0
62.43,-1.672,-0.647,-0.084,1.389,0.89,0
144.42,-6.441,4.85,-2.992,4.098,0.358,1
42.17,0.349,0.154,-1.018,0.364,0.897,0
14.42,0.049,1.084,-0.576,-0.149,0.81,0
203.49,-0.022,-0.407,-0.164,0.671,0.824,0
78.45,-1.265,-0.141,0.05,-0.218,0.967,0
14.56,-0.553,-1.232,-0.611,0.817,0.956,0
9.8,0.093,0.676,-1.203,1.444,0.927,0
20.49,-0.125,-0.54,0.433,0.601,0.85,0
77.16,0.624,1.145,0.532,-0.039,0.955,0
92.89,1.391,-1.511,-1.89,1.348,0.789,0
49.42,-1.752,1.802,0.878,-0.795,0.854,0
10.96,0.859,-0.294,-0.786,1.135,0.972,0
11.77,-0.026,-0.192,0.592,-2.136,0.931,0
162.07,-1.379,-1.941,-0.564,0.183,0.913,0
70.84,0.183,-1.399,-0.251,-1.299,0.932,0
57.68,0.459,-0.721,0.592,-0.778,0.839,0
56.4,0.458,0.772,1.718,0.341,0.88,0
126.49,0.937,1.102,0.487,1.075,0.817,0
59.27,0.651,0.375,-0.875,-1.262,0.97,0
78.44,0.52,-1.02,-0.795,0.669,0.954,0
68.42,-0.323,0.74,-0.04,-0.723,0.778,0
111.77,0.074,0.177,-0.12,0.991,0.924,0
162.4,0.068,1.856,1.465,0.919,0.773,0
145.97,-0.049,0.636,1.052,0.892,0.892,0
72.33,-0.136,1.013,0.891,0.444,0.74,0
7.66,0.481,0.46,-0.708,0.401,0.894,0
191.92,-1.842,-1.586,-0.818,-0.112,0.959,0
177.89,-0.765,0.646,1.192,1.334,0.961,0
156.01,0.337,1.084,-0.563,-0.152,0.897,0
38.81,1.966,-0.349,-2.17,-0.955,0.77,0
44.6,-1.03,0.205,0.66,-2.064,0.855,0
8.07,-1.067,0.236,-0.118,-0.449,0.881,0
15.08,-0.763,-1.733,0.022,-1.239,0.725,0
9.05,-1.646,0.13,-0.163,-0.866,0.965,0
114.48,0.24,0.204,-1.605,1.293,0.753,0
103.64,-0.012,0.178,-0.039,1.793,0.825,0
49.89,-2.299,0.08,0.544,0.362,0.956,0
26.96,-0.296,0.741,1.107,-0.931,0.788,0
9.63,1.425,-0.813,1.098,-1.466,0.891,0
117.48,-0.156,0.917,-0.501,-0.923,0.825,0
111.37,0.677,1.109,0.806,0.599,0.927,0
102.43,0.318,-0.04,-1.369,0.318,0.785,0
105.53,-0.229,0.425,1.512,-1.159,0.796,0
183.23,-0.674,-0.918,-0.656,0.499,0.965,0
44.0,-1.122,0.697,0.434,-1.508,0.863,0
129.45,0.765,1.156,0.968,-0.126,0.881,0
398.14,0.725,-1.81,0.394,1.732,0.928,0
33.24,1.773,0.689,1.025,-1.569,0.715,0
13.89,-0.935,1.43,0.96,0.496,0.947,0
21.06,1.738,-0.102,0.699,0.673,0.766,0
23.18,1.527,0.57,-0.68,-0.311,0.908,0
210.31,-3.878,3.771,-3.791,1.549,0.193,1
6.77,-0.286,-0.55,-0.71,0.282,0.863,0
15.85,-0.553,-0.486,0.197,-0.498,0.834,0
156.14,1.047,-0.762,-0.784,-1.663,0.787,0
12.11,0.077,0.697,0.625,1.136,0.849,0
12.99,-1.0,0.414,1.804,-1.196,0.927,0
103.2,-0.893,0.436,-0.36,-0.121,0.909,0
264.15,-0.393,-0.225,1.156,-0.079,0.86,0
9.07,-2.122,-0.817,1.249,-0.145,0.891,0
10.19,0.737,1.329,-0.451,-0.428,0.952,0
51.26,0.057,2.166,-0.161,1.763,0.783,0
43.38,-0.101,1.139,-0.477,-0.617,0.901,0
730.87,-4.689,2.668,-3.805,1.615,0.119,1
14.36,1.08,0.692,-2.281,0.016,0.825,0
46.79,-0.503,-1.268,2.218,0.864,0.836,0
146.22,0.03,1.581,0.434,0.612,0.926,0
271.28,-0.911,-0.916,0.261,0.373,0.969,0
10.54,-0.997,0.358,-1.222,0.014,0.737,0
6.04,-1.437,1.328,-0.311,-0.694,0.749,0
246.58,-1.146,-1.242,0.436,1.004,0.906,0
90.9,1.748,0.958,-0.503,0.169,0.763,0
281.79,-2.257,0.638,0.149,1.595,0.704,0
118.28,-0.743,0.516,-1.003,-0.11,0.875,0
45.01,1.053,-0.473,0.262,0.038,0.871,0
9.84,-0.443,0.98,-0.211,2.391,0.98,0
259.57,-0.078,0.113,0.528,0.837,0.979,0
76.99,0.183,-0.779,-1.048,0.699,0.814,0
82.57,-1.435,-1.444,0.775,0.859,0.703,0
44.22,-0.976,2.206,-0.385,1.436,0.745,0
323.51,0.809,-0.958,-0.418,-0.872,0.828,0
23.15,-1.199,-0.175,1.933,0.697,0.718,0
179.16,-0.557,-0.639,-0.401,2.071,0.845,0
16.66,0.465,1.215,-0.333,-0.963,0.935,0
76.41,-0.273,-0.839,0.11,-1.624,0.945,0
53.72,0.875,-0.144,1.659,1.91,0.776,0
84.54,-1.88,1.383,0.245,1.636,0.834,0
22.38,1.029,-0.73,1.015,-0.123,0.743,0
65.35,0.251,2.193,0.388,-0.792,0.808,0
117.34,1.721,-1.275,0.273,1.526,0.856,0
12.85,1.157,-2.256,0.927,-0.088,0.963,0
151.67,1.442,-0.827,-1.387,-0.543,0.799,0
11.26,-0.469,-2.008,-0.095,0.232,0.962,0
27.09,0.085,-1.382,-0.301,0.114,0.764,0
56.7,1.223,-0.972,-1.242,0.041,0.959,0
34.46,0.873,0.721,-0.002,0.553,0.879,0
39.66,-0.405,1.97,1.125,-0.197,0.715,0
186.62,0.021,1.184,-2.26,-0.16,0.988,0
15.02,1.701,0.845,-0.838,0.314,0.808,0
17.71,0.334,0.51,0.729,1.234,0.847,0
18.81,-0.85,-0.399,-0.754,0.499,0.904,0
105.17,-1.105,-0.123,-1.133,-1.166,0.903,0
15.26,0.519,0.654,0.592,-0.848,0.894,0
122.2,-0.413,-0.375,-0.658,-1.292,0.93,0
118.83,-0.926,-1.232,-0.937,0.11,0.886,0
38.43,1.068,0.424,0.81,0.059,0.76,0
83.86,1.39,-0.487,-0.129,2.487,0.965,0
45.24,0.515,-1.333,-1.0,2.036,0.841,0
277.66,-0.536,0.32,0.415,0.227,0.788,0
120.11,-1.001,1.043,2.113,0.843,0.84,0
154.22,0.266,0.253,-0.055,1.411,0.811,0
156.31,-1.646,-0.064,-1.155,0.024,0.901,0
39.8,0.684,0.66,1.072,0.391,0.92,0
82.62,-0.135,0.605,-1.053,0.079,0.857,0
85.3,-0.086,0.265,-0.021,0.232,0.947,0
25.72,0.53,0.007,0.14,0.341,0.931,0
21.5,0.78,1.465,0.318,-0.556,0.741,0
58.6,0.727,-2.06,1.025,1.145,0.85,0
58.06,1.027,-0.29,-1.192,-0.838,0.916,0
42.9,-0.449,0.905,-0.124,0.055,0.812,0
40.74,1.293,-0.156,0.301,1.806,0.705,0
29.6,-0.128,-0.184,1.206,0.012,0.95,0
86.4,0.0,0.788,-0.116,0.981,0.78,0
215.96,0.074,-2.444,1.194,-1.255,0.989,0
7.2,-1.069,-0.438,-1.793,0.468,0.739,0
130.6,-0.678,-0.693,0.615,-1.594,0.891,0
6.51,-0.409,-1.529,0.769,-0.336,0.928,0
88.57,1.266,-1.022,0.309,1.121,0.927,0
122.53,-1.783,0.681,-0.793,0.665,0.926,0
143.76,-0.111,1.316,0.51,0.322,0.889,0
18.23,1.979,-1.39,0.73,0.856,0.981,0
15.37,1.726,0.726,0.011,0.423,0.941,0
52.38,-1.549,-0.488,0.446,1.171,0.978,0
29.71,-0.014,-0.782,-0.211,-0.367,0.737,0
26.57,-0.435,-1.716,0.3,0.675,0.879,0
108.93,0.809,0.296,-1.763,0.28,0.955,0
71.28,0.567,-0.13,1.958,0.848,0.952,0
132.13,0.061,0.017,-2.17,-0.915,0.927,0
19.88,-1.652,-0.521,-0.649,0.117,0.743,0
121.42,-0.574,-0.68,-0.39,-0.051,0.801,0
107.05,1.751,-1.234,0.955,-0.476,0.908,0
41.64,0.082,0.043,-0.277,-0.581,0.834,0
63.58,-1.854,0.392,1.183,1.364,0.868,0
15.27,-2.193,-0.351,0.824,-0.017,0.839,0
6.2,1.283,-0.245,0.073,1.519,0.772,0
58.18,1.368,1.016,-2.217,-0.13,0.936,0
63.06,-0.014,0.166,0.197,-0.466,0.714,0
29.51,1.297,-0.792,-0.485,-0.006,0.879,0
50.06,-0.001,0.825,-0.957,0.712,0.921,0
113.49,1.905,-0.558,-0.187,-0.845,0.973,0
53.67,0.61,1.641,0.49,0.001,0.738,0
197.39,-1.092,0.866,-0.156,0.889,0.936,0
46.85,0.386,0.992,0.386,-0.925,0.755,0
50.13,0.185,-1.463,0.294,-3.62,0.772,0
103.23,-0.954,1.372,0.32,0.846,0.907,0
32.61,-0.137,0.118,1.49,-1.163,0.889,0
172.33,-0.213,-1.094,-0.224,-0.818,0.704,0
199.26,1.187,0.092,-0.677,-1.438,0.933,0
46.54,0.111,-0.18,1.699,-0.415,0.898,0
17.36,0.42,-0.587,-0.798,1.447,0.722,0
6.03,-0.433,-1.452,0.193,0.895,0.971,0
41.07,-1.047,0.628,-0.955,0.305,0.701,0
232.92,0.768,0.099,-1.235,-1.192,0.816,0
109.07,0.765,0.118,-1.004,-0.533,0.848,0
64.78,-0.317,-0.386,-1.638,-1.65,0.792,0
18.67,-0.025,0.69,0.221,0.707,0.945,0
199.26,-0.614,-0.071,-0.364,-1.267,0.734,0
20.5,-1.974,-0.669,-2.481,-1.133,0.887,0
240.25,0.021,1.181,-0.728,0.682,0.94,0
223.88,-0.807,0.277,0.154,0.208,0.918,0
8.18,-0.387,0.319,0.398,-1.431,0.777,0
97.04,-0.877,0.242,0.598,0.22,0.747,0
82.26,-0.524,-2.05,-0.919,-1.342,0.708,0
344.39,0.013,2.356,0.76,-2.245,0.81,0
42.92,-1.755,-0.282,0.229,-1.293,0.944,0
19.1,0.699,0.156,0.33,-0.037,0.786,0
28.36,-1.323,1.499,-1.469,0.952,0.879,0
32.42,0.972,1.152,-1.041,0.164,0.755,0
34.05,0.044,0.814,-0.595,0.329,0.778,0
275.51,-0.908,-1.043,-0.324,-0.264,0.768,0
92.39,2.159,-1.792,0.228,-0.285,0.927,0
6.86,-0.648,-0.175,0.672,0.828,0.962,0
27.93,-1.33,-0.184,0.394,-2.283,0.715,0
111.66,1.27,0.167,0.48,-0.272,0.99,0
218.94,0.632,0.562,-1.307,0.311,0.896,0
111.03,0.027,0.322,0.915,-1.139,0.984,0
21.58,0.474,-1.971,0.862,-0.385,0.713,0
52.62,-0.041,0.255,0.754,1.3,0.772,0
65.17,1.306,-1.472,-0.422,-0.49,0.988,0
123.89,0.012,-1.263,-1.312,-0.022,0.913,0
43.17,-0.551,-1.028,1.672,0.47,0.84,0
68.38,0.208,0.486,0.028,-0.362,0.882,0
449.67,1.246,0.466,-1.689,-0.869,0.834,0
18.5,0.949,-0.379,-0.253,-0.979,0.989,0
21.18,0.761,1.233,-0.032,1.58,0.987,0
8.81,-0.544,-1.397,0.804,-0.096,0.862,0
8.92,-1.584,-1.748,0.093,0.434,0.884,0
111.18,0.635,1.27,0.49,-0.344,0.912,0
120.11,-0.008,-1.2,-1.785,0.842,0.943,0
127.17,0.88,-0.899,-1.877,0.516,0.747,0
197.29,1.198,0.352,-1.486,0.241,0.798,0
45.84,-0.008,0.162,-0.099,0.438,0.708,0
26.59,-0.791,0.086,-0.485,-0.252,0.949,0
81.01,0.292,0.624,0.01,0.488,0.885,0
77.99,1.211,-0.055,1.145,0.549,0.928,0
23.02,-1.129,0.564,1.752,0.823,0.989,0
7.64,1.197,-0.378,0.481,0.698,0.96,0
38.14,0.455,0.695,-1.03,1.276,0.81,0
274.69,-0.094,-0.039,-0.829,1.189,0.909,0
109.53,1.513,0.19,-1.656,0.629,0.913,0
80.61,1.082,0.134,-0.144,1.004,0.847,0
50.68,0.946,-0.121,-0.382,0.295,0.877,0
472.36,1.349,0.451,-0.677,1.217,0.808,0
114.45,2.799,-0.001,0.948,0.727,0.779,0
18.49,0.068,-1.87,0.821,-1.896,0.716,0
65.59,0.579,-2.204,-1.662,-0.597,0.962,0
22.36,0.519,0.222,1.05,0.108,0.736,0
62.87,-0.223,-0.02,-2.055,-0.89,0.894,0
241.81,-0.253,-0.607,-1.743,-2.175,0.925,0
54.8,0.037,1.021,-1.177,0.283,0.764,0
27.79,0.745,-0.12,-1.386,0.098,0.777,0
46.19,-0.995,2.046,1.212,-2.015,0.77,0
11.99,-0.266,-0.664,0.747,0.943,0.877,0
167.68,0.609,-0.344,-1.576,-1.603,0.818,0
13.78,-1.283,-1.13,-0.378,0.864,0.736,0
516.92,-3.43,1.808,-5.836,1.58,0.147,1
193.21,-0.158,0.806,-0.997,0.467,0.826,0
89.86,-1.563,-1.258,0.389,1.746,0.778,0
622.41,1.705,0.845,0.879,0.465,0.703,0
26.15,0.725,0.304,-0.8,1.713,0.805,0
118.83,0.648,1.461,0.419,-0.205,0.86,0
137.85,-0.628,-1.15,-2.931,1.973,0.918,0
33.15,-0.92,0.167,0.45,-1.239,0.822,0
189.28,0.553,1.455,0.74,-0.095,0.844,0
105.72,0.093,-0.164,-1.226,-1.336,0.734,0
18.5,-0.554,-1.014,-0.278,0.826,0.91,0
12.34,-0.506,2.545,1.508,-0.248,0.756,0
75.24,-0.214,-0.6,0.743,-0.93,0.842,0
123.2,-0.869,0.032,0.737,0.52,0.962,0
77.13,0.816,0.821,-0.276,-0.283,0.721,0
37.77,0.106,-0.006,1.655,-0.505,0.901,0
24.44,0.072,-0.686,0.782,-0.279,0.811,0
104.39,-0.581,0.128,1.358,-0.714,0.75,0
84.14,0.917,-0.652,0.619,0.67,0.852,0
33.46,-0.506,0.499,-0.874,-0.581,0.896,0
103.52,-0.994,1.796,-2.582,0.215,0.871,0
23.2,-0.262,-1.018,-0.737,-0.787,0.959,0
69.31,1.959,-0.171,0.299,1.186,0.742,0
208.67,-0.577,3.876,-4.539,1.655,0.324,1
55.62,0.463,-0.029,1.394,-1.645,0.882,0
60.0,-0.05,-0.057,1.179,1.249,0.873,0
24.28,1.756,-0.643,-0.372,0.029,0.977,0
163.37,0.694,-1.428,-3.113,0.215,0.819,0
158.46,-0.61,-0.167,1.598,-0.665,0.759,0
93.38,-1.106,0.845,1.634,0.889,0.835,0
39.9,0.239,0.06,-1.92,-1.297,0.835,0
11.74,-1.934,0.6,-0.093,-1.043,0.701,0
48.67,0.194,-1.44,-0.052,-1.801,0.827,0
31.64,-0.716,0.384,-0.019,2.1,0.836,0
63.48,-2.034,-1.196,3.385,-0.037,0.901,0
110.57,-1.267,-1.793,0.642,-2.22,0.831,0
192.31,0.616,0.303,0.357,0.104,0.746,0
9.58,0.282,0.046,-1.376,-0.394,0.851,0
93.94,1.142,-0.983,-1.001,-1.203,0.808,0
47.65,0.233,-0.356,0.875,-0.31,0.969,0
7.1,-2.403,0.444,-2.03,0.214,0.881,0
13.3,-1.444,0.778,0.038,-0.344,0.868,0
52.27,-0.907,0.263,-0.949,3.777,0.718,0
84.36,0.606,0.75,0.395,-0.324,0.799,0
253.9,-0.025,-0.785,-1.463,0.563,0.924,0
88.8,0.049,-0.216,-1.41,-0.04,0.989,0
198.34,0.36,-1.82,1.069,-0.712,0.97,0
42.78,-0.007,1.403,0.629,-0.148,0.848,0
58.55,-1.18,0.852,0.49,-0.199,0.897,0
153.95,0.328,-1.716,0.04,-1.243,0.812,0
19.78,1.463,0.365,0.431,0.77,0.713,0
19.58,-0.875,-1.576,-1.754,0.231,0.931,0
5.69,0.987,0.913,-0.831,1.355,0.858,0
95.19,1.487,0.873,-0.23,-0.665,0.826,0
30.67,-0.237,-0.215,-0.113,-2.294,0.718,0
253.82,0.779,0.895,0.371,-1.169,0.854,0
348.72,0.474,1.551,-0.178,0.182,0.704,0
104.61,-0.864,0.922,0.703,0.217,0.792,0
25.81,-1.831,-0.695,0.709,0.396,0.928,0
69.29,0.305,-0.577,-0.7,-0.232,0.944,0
40.09,0.421,-0.32,-0.282,0.703,0.803,0
78.66,-0.171,0.091,0.548,0.113,0.776,0
208.57,-0.806,0.784,0.816,0.652,0.772,0
111.96,-0.507,1.12,0.356,0.056,0.939,0
53.66,-1.77,0.294,-0.067,-1.253,0.834,0
382.1,-3.318,5.151,-5.97,4.288,0.449,1
130.98,-0.224,0.988,3.514,0.339,0.756,0
104.41,0.215,-0.373,0.779,-1.426,0.902,0
38.02,0.21,1.324,0.364,0.51,0.952,0
6.73,-0.31,-0.194,0.964,-0.143,0.836,0
166.09,-1.18,-1.271,-0.172,0.916,0.929,0
27.95,0.101,0.606,-0.29,0.183,0.843,0
201.61,-0.525,-1.818,0.542,-0.772,0.754,0
41.18,-0.23,2.098,0.352,-0.644,0.767,0
50.5,-1.131,-1.29,0.27,0.447,0.982,0
82.69,-0.766,-1.148,-1.155,-1.199,0.895,0
69.32,-1.047,-0.342,0.203,-0.279,0.733,0
114.5,-0.68,-0.182,0.327,1.282,0.768,0
196.31,0.831,1.0,-0.303,-0.146,0.949,0
37.0,0.074,-1.406,0.406,1.49,0.823,0
120.85,-0.697,1.898,1.567,0.467,0.924,0
219.57,-1.712,-0.606,-1.094,1.812,0.872,0
51.3,-0.106,-1.198,0.987,0.629,0.843,0
20.35,1.376,-0.41,1.68,-0.745,0.847,0
28.46,-1.461,0.125,0.005,-0.759,0.845,0
109.32,0.864,0.929,1.761,-1.209,0.867,0
51.53,0.581,0.126,-0.133,-0.311,0.784,0
88.68,0.477,1.031,0.743,-0.071,0.941,0
63.8,0.582,1.755,-1.743,0.907,0.834,0
11.91,1.376,-1.002,2.116,1.106,0.754,0
106.02,-0.18,-0.358,-1.232,1.094,0.714,0
156.56,-0.404,-0.176,-0.125,-0.214,0.752,0
131.53,1.018,-0.596,-0.029,-1.307,0.9,0
94.72,0.716,0.17,-0.036,-1.562,0.956,0
11.89,-1.355,0.75,-0.181,-1.359,0.878,0
29.29,0.874,-1.534,0.152,0.388,0.927,0
43.84,-0.345,-1.717,-0.195,1.368,0.946,0
386.59,-0.345,-1.047,0.628,0.258,0.982,0
63.43,-0.692,-0.6,0.728,-0.966,0.712,0
9.48,1.615,1.229,-1.144,1.476,0.934,0
69.83,0.133,-0.177,-0.281,-2.45,0.742,0
176.93,0.927,-0.707,0.96,1.674,0.756,0
26.2,1.008,-0.468,1.317,-0.691,0.827,0
135.6,0.33,0.982,0.512,1.071,0.823,0
27.0,0.063,-0.766,0.971,-0.512,0.923,0
33.12,-1.045,-0.997,0.508,1.344,0.77,0
68.41,0.685,-0.593,1.121,-0.38,0.811,0
152.74,-0.689,-1.918,-0.66,0.177,0.975,0
77.45,1.244,0.029,0.068,1.113,0.969,0
10.69,0.231,-0.923,-0.522,-2.13,0.795,0
49.09,0.351,1.212,-0.941,-0.904,0.797,0
162.52,0.257,0.743,-0.708,-0.689,0.95,0
195.57,-0.506,-1.554,0.487,0.601,0.936,0
67.1,-0.261,0.618,0.486,-0.799,0.856,0
168.89,0.975,-1.301,0.11,-0.461,0.908,0
44.1,0.195,-1.477,-0.497,0.939,0.773,0
32.8,-0.147,0.469,-0.728,0.391,0.986,0
84.62,-2.405,0.016,-0.251,0.39,0.783,0
16.1,0.533,1.446,-1.325,0.513,0.889,0
128.26,1.153,-0.544,1.237,-0.724,0.71,0
73.09,-0.462,-1.721,-1.972,1.177,0.733,0
254.31,-1.799,0.25,-1.299,-0.849,0.875,0
230.99,-0.127,1.145,-0.29,1.23,0.773,0
353.44,-1.069,-1.19,-0.138,0.003,0.809,0
15.06,1.365,-0.394,-1.936,-1.743,0.861,0
79.08,-0.436,0.811,0.26,1.271,0.787,0
34.73,1.319,-1.493,0.07,-0.045,0.867,0
219.7,-0.132,-0.381,-0.995,-0.166,0.821,0
160.16,1.406,0.731,0.477,-0.162,0.906,0
51.57,0.794,-0.139,1.699,0.629,0.821,0
26.52,0.727,1.508,2.361,0.026,0.76,0
139.26,-0.887,-1.686,0.39,1.265,0.859,0
227.05,1.224,2.951,-0.832,-2.424,0.945,0
84.87,-1.547,0.833,-0.337,0.337,0.715,0
23.08,-0.919,-0.981,-1.105,0.668,0.896,0
13.12,0.03,-1.18,0.076,0.237,0.896,0
88.38,-1.019,0.355,-2.217,0.851,0.828,0
68.03,-0.339,-0.897,-0.342,-0.54,0.958,0
61.03,-0.314,-0.987,-0.198,-0.253,0.715,0
54.02,0.363,1.293,-1.269,0.451,0.8,0
163.6,1.252,-0.061,-1.126,-1.272,0.918,0
135.65,1.564,0.671,-0.099,0.482,0.707,0
83.5,-0.549,-1.723,-0.742,-0.02,0.841,0
52.23,0.921,1.343,-0.527,-0.565,0.773,0
21.76,1.143,1.629,-1.688,-0.811,0.964,0
300.28,-1.863,-0.029,-0.488,0.359,0.922,0
150.26,-1.646,-0.026,-1.696,1.737,0.76,0
51.84,-0.544,0.208,0.733,1.3,0.718,0
289.32,0.063,-0.334,0.685,0.658,0.71,0
206.36,0.119,0.81,-0.61,-0.024,0.863,0
49.76,-0.492,1.396,-0.656,0.302,0.739,0
17.79,0.055,-0.602,0.48,1.277,0.867,0
102.02,-1.21,-1.406,1.139,-0.997,0.747,0
6.11,0.616,0.134,1.319,0.51,0.895,0
63.48,0.823,0.555,-0.683,-1.147,0.765,0
56.15,-0.322,0.801,0.982,-0.342,0.849,0
70.17,-0.03,1.141,-0.579,0.254,0.752,0
49.04,0.533,-0.006,0.068,-0.027,0.9,0
47.43,0.249,-0.267,-1.309,1.403,0.845,0
205.21,-1.284,1.659,-0.365,-0.672,0.984,0
53.89,-0.169,-3.387,0.25,0.923,0.901,0
46.93,0.875,0.469,-1.014,0.279,0.813,0
306.81,0.891,-0.361,-0.272,-0.666,0.802,0
9.5,-0.186,-0.231,0.924,1.503,0.887,0
44.87,0.674,-0.893,-0.33,0.284,0.841,0
29.31,0.526,-0.744,-1.48,0.199,0.79,0
294.07,2.208,-0.713,-0.687,-0.2,0.816,0
81.62,0.77,-0.471,-0.385,-1.01,0.736,0
49.11,-0.542,-2.465,-1.734,0.337,0.852,0
65.46,0.925,-0.515,-1.984,0.54,0.975,0
163.53,-1.453,-0.807,0.886,0.294,0.795,0
49.41,0.212,0.336,1.504,-2.492,0.961,0
73.18,-0.42,-1.597,-0.925,0.037,0.916,0
14.84,1.279,-0.399,1.22,-0.116,0.799,0
273.72,0.365,0.539,0.642,0.003,0.846,0
59.27,-1.97,-0.607,-2.391,1.699,0.711,0
30.64,0.417,-0.326,1.419,0.532,0.977,0
92.8,-0.382,-1.24,0.961,-0.071,0.862,0
34.37,0.041,1.7,0.269,-1.181,0.964,0
162.17,-1.79,1.264,-0.064,-0.866,0.918,0
42.97,0.472,1.097,0.245,-0.837,0.734,0
162.18,1.787,-0.391,0.804,1.084,0.739,0
64.27,-0.678,0.677,0.534,1.301,0.791,0
113.49,1.444,-1.026,0.595,2.421,0.958,0
5.27,0.312,-1.779,-0.326,2.175,0.936,0
55.95,-0.957,-0.356,-0.216,1.951,0.788,0
58.62,2.382,0.227,0.655,-1.607,0.988,0
186.0,0.258,0.019,-0.966,0.668,0.818,0
39.61,1.212,-0.726,-0.493,0.09,0.954,0
34.93,0.176,-1.507,-0.735,-0.843,0.877,0
8.54,0.306,-2.368,1.025,-0.091,0.9,0
32.7,-2.106,-1.576,2.129,0.146,0.863,0
11.12,-0.182,0.036,0.489,-0.198,0.788,0
243.89,-0.821,-1.106,1.319,0.647,0.845,0
186.73,0.226,-0.178,1.157,-0.345,0.895,0
21.45,-0.152,0.25,0.711,-0.579,0.731,0
26.34,1.287,0.014,0.156,-1.156,0.906,0
172.48,-0.835,1.923,0.337,-0.624,0.988,0
118.45,-0.003,-0.369,1.544,0.933,0.909,0
74.42,-1.038,0.776,0.547,-0.23,0.957,0
49.15,0.85,-1.422,1.816,1.143,0.908,0
6.63,-0.282,-0.791,1.11,0.496,0.918,0
149.37,1.215,0.856,-0.534,-0.592,0.784,0
319.69,0.356,2.29,-0.15,0.363,0.797,0
168.98,0.797,0.014,1.25,-0.945,0.84,0
88.78,0.521,0.005,-1.079,0.833,0.964,0
34.6,-0.805,-0.26,-0.294,0.551,0.775,0
219.97,-0.37,0.315,0.198,0.129,0.723,0
153.26,1.969,0.552,1.924,-0.07,0.71,0
127.27,-0.048,-0.505,0.302,-0.326,0.791,0
56.45,1.466,-0.383,1.475,-0.096,0.721,0
23.08,0.645,0.074,0.415,-1.009,0.816,0
153.42,0.926,-1.461,-0.755,0.372,0.974,0
40.45,0.208,1.828,0.54,-0.433,0.937,0
47.87,-1.528,0.559,-1.116,1.109,0.945,0
25.83,0.037,-1.387,0.64,-0.721,0.77,0
109.34,0.242,0.039,-0.603,1.38,0.918,0
271.82,0.034,-0.422,0.299,-1.456,0.835,0
77.89,0.552,0.061,1.18,0.178,0.793,0
54.0,-1.78,-0.238,1.37,-1.672,0.868,0
91.0,-1.349,-1.085,-0.984,0.299,0.773,0
8.66,-0.056,-0.094,-0.505,0.178,0.827,0
212.66,-0.663,0.992,-0.221,0.552,0.721,0
440.66,-0.1,1.085,1.233,1.198,0.756,0
23.97,0.874,-0.065,-0.034,-0.695,0.885,0
103.67,-0.119,-0.645,-0.69,0.133,0.739,0
97.62,-1.245,0.08,0.865,0.074,0.705,0
92.46,-0.249,-1.13,-0.634,0.878,0.881,0
50.02,0.085,-1.586,0.503,0.45,0.945,0
40.13,-0.62,0.632,-0.035,-0.284,0.888,0
107.84,-1.107,0.38,1.893,1.369,0.899,0
47.51,0.93,-1.049,0.208,0.478,0.898,0
26.53,2.43,1.365,0.162,-0.281,0.74,0
87.79,-0.478,-1.962,0.435,-0.338,0.87,0
250.86,-1.011,0.2,-0.713,1.655,0.789,0
19.22,-1.014,-1.1,0.03,-1.245,0.703,0
35.44,-0.188,0.43,-0.424,-2.203,0.863,0
145.59,0.279,-0.232,0.811,0.938,0.725,0
6.86,1.038,0.269,-1.376,0.405,0.726,0
107.22,-0.802,0.543,-0.076,-0.39,0.869,0
109.06,0.435,1.218,0.33,-0.704,0.985,0
205.6,-0.39,0.732,0.625,0.446,0.897,0
29.52,-0.065,0.6,-0.83,1.966,0.727,0
119.62,0.646,0.858,0.634,-0.995,0.703,0
35.94,1.143,-0.345,-0.016,-2.209,0.975,0
245.62,-0.464,-0.47,0.451,-0.525,0.702,0
16.56,-1.622,0.244,-0.25,-0.729,0.78,0
65.83,0.62,-0.183,-0.267,0.953,0.903,0
12.82,-0.13,3.216,0.488,-1.141,0.871,0
94.71,0.045,-0.437,-1.326,0.431,0.76,0
32.48,0.775,1.545,-0.476,0.806,0.964,0
120.72,-0.819,-0.212,-1.097,-1.223,0.755,0
144.76,-0.915,-1.21,-1.514,-1.956,0.819,0
64.56,0.471,0.464,-0.099,0.074,0.932,0
15.89,0.214,1.302,1.533,1.502,0.919,0
27.45,0.506,-0.649,-0.886,-0.377,0.791,0
42.75,0.497,0.033,0.028,0.927,0.963,0
49.03,-0.739,-0.745,0.014,2.121,0.891,0
103.48,-1.372,0.145,0.821,2.085,0.87,0
35.62,1.064,0.452,-1.35,0.253,0.898,0
240.88,-0.685,-0.809,0.456,-0.676,0.818,0
10.5,0.16,1.039,-1.196,-1.295,0.784,0
56.67,0.587,-1.994,0.707,1.109,0.785,0
68.95,0.106,-0.797,-1.202,0.579,0.916,0
93.33,-0.285,0.172,1.665,2.095,0.813,0
163.23,0.007,-0.178,0.706,-0.82,0.712,0
156.4,0.321,0.326,0.384,-1.022,0.704,0
165.11,0.247,1.769,-0.457,0.26,0.853,0
34.26,0.217,0.116,0.73,-0.279,0.794,0
117.18,1.443,0.213,-0.072,-1.432,0.876,0
